,keluhan,bagian,clean_keluhan
666,asprak di lab magics terlalu cepat dalam menyampaikan materi ,LABORAN,asprak lab magics cepat materi
667,fasilitas di lab sea sudah banyak yang harus diganti ,LABORAN,fasilitas lab sea ganti
668,"tolong komputer di lab sea sudah banyak yang tidak bisa dipakai, sangat mengganggu jalannya praktikum",LABORAN,komputer lab sea pakai ganggu jalan praktikum
669,"waktu yang diberikan untuk pengerjaan jurnal sangat singkat, sangat menyulitkan praktikan",LABORAN,kerja jurnal singkat sulit praktikan
670,pelaksanaan praktikum jam 6.30 pagi menurut saya terlalu pagi dan sebaiknya bisa diundur ke jam 7 atau set 8,LABORAN,laksana praktikum jam undur jam set
671,alat alat di lab rnest sudah banyak yang rusak dan tidak bisa dipakai,LABORAN,alat alat lab rnest rusak pakai
672,"saya tidak ikut praktikum rangkaian listrik modul 3, bagaimana cara saya mengajukan praktikum susulan",LABORAN,praktikum rangkai listrik modul aju praktikum susul
673,"asprak di lab rnest kurang menguasai modul yang dijelaskan, sehingga praktikan kurang mengerti modul tersebut",LABORAN,asprak lab rnest kuasa modul praktikan erti modul
674,"ac di lab rnest ada yang mati 1, mohon segera diperbaiki",LABORAN,ac lab rnest mati
675,"waktu pengerjaan jurnal menurut saya terlalu singkat, sebaiknya dipertimbangkan lagi",LABORAN,kerja jurnal singkat timbang
676,waktu pelaksanaan praktikum menurut saya terlalu cepat sehingga aslab menjelaskan terlalu terburu buru,LABORAN,laksana praktikum cepat aslab buru buru
677,"saya menghadiri semua praktikum di lab rnest tetapi di igracias presensi saya 75, tolong diperbaiki",LABORAN,hadir praktikum lab rnest igracias presensi
678,menurut saya permohonan izin untuk tidak mengikuti praktikum terlalu ribet,LABORAN,izin praktikum ribet
679,"asprak yang menjelaskan materi sangat tidak ramah terhadap praktikan, tolong agar profesional dalam mengajar",LABORAN,asprak materi ramah hadap praktikan profesional ajar
680,"saya mau memberi masukan kepada lab magics, komputer yang di gunakan banyak yang sudah jadul dan tidak bisa digunakan, mohon diupgrade demi kenyamanan bersama",LABORAN,masuk lab magics komputer jadul diupgrade nyaman
681,asprak sebaiknya menjelaskan modul praktikum dengan rinci sehingga tidak ada yg terlewat oleh praktikan,LABORAN,asprak modul praktikum rinci praktikan
682,"fasilitas seperti ac meja dan kursi di lab fisdas sudah banyak yang rusak sehingga tidak bisa digunakan lagi, mohon diganti dengan yang baru agar pelaksanaan praktikum tidak terganggu",LABORAN,fasilitas ac meja kursi lab fisdas rusak ganti laksana praktikum ganggu
683,"Masih banyak yang acuh tak acuh terhadap lingkungan,, khusunya parkiran, plis atuh d tel u teh kebanyakan pake motor, itu parkiran motor d luasin lagi",LOGISTIK DAN ASET,acuh tak acuh hadap lingkung khusunya parkir atuh d tel teh pakai motor parkir motor d luasin
684,"Sekarang telah berjalan pembangunan 
 ATM center, saya selaku mahasiswa 
 mengharapkan diadakan ATM Mandiri 
 Syariah, sekian terima kasih",LOGISTIK DAN ASET,jalan bangun atm center mahasiswa harap atm mandiri syariah sekian
685,Satpam kalau ngamanin suatu barang kadang minta dibayar,LOGISTIK DAN ASET,satpam ngamanin barang kadang bayar
686,satpam di parkiran MSU judes sekali,LOGISTIK DAN ASET,satpam parkir msu judes
687,"saya mau tanya, saya waktu itu terkunci di lab fakultas informatika dan saya sudah mencoba mencari satpam untuk membukakan pintu nya tetapi tidak ada satpam disekitar gedung fif, mohon untuk ditingkatkan penyebaran satpam terutama di malam hari, agar hal seperti ini tidak terjadi lagi. terimakasih",LOGISTIK DAN ASET,kunci lab fakultas informatika coba cari satpam buka pintu nya satpam gedung fif tingkat sebar satpam utama
688,"Mohon untuk disesuaikan harga makanan di kantin dengan standard mahasiswa, bukan standard harga orang tua, dan selanjutnya evaluasi kesehatan dan kebersihan makanan, guna kesehatan anak-anak",LOGISTIK DAN ASET,sesuai harga makan kantin standar mahasiswa standar harga orang tua evaluasi sehat bersih makan sehat anakanak
689,tolong agar lahan parkir diperluas lagi,LOGISTIK DAN ASET,lahan parkir luas
690,toilet di gku banyak yang tidak bisa dipakai lagi,LOGISTIK DAN ASET,toilet gku pakai
691,kipas angin di gku banyak yang sudah mati,LOGISTIK DAN ASET,kipas angin gku mati
692,lahan parkir gku sangat sempit dan jalannya banyak yang rusak,LOGISTIK DAN ASET,lahan parkir gku sempit jalan rusak
693,"selamat siang, maaf mengganggu saya ingin menanyakan perihal kabel projektor yang sudah mulai sulit digunakan di gedung tokong nanas ruang 3 lantai 6, mohon ada tindak lanjut dari bagian logistik dan aset terimakasih.",LOGISTIK DAN ASET,ganggu perihal kabel projektor sulit gedung tokong nanas ruang lantai tindak logistik aset
694,selamat siang saya ingin komplain mengapa di gdung A dan B masih menggunakan kipas angin? Tidak menggunakan AC seperti fakultas depan ? Padahal kita sama2 bayar bpp,LOGISTIK DAN ASET,komplain gdung a bb kipas angin ac fakultas bayar bpp
695,"selamat siang, maaf sebelumnya. Mengapa saya kira dengan harga bpp yang tiap semester nya terbilang ""mahal"" itu fasilitas yang diberikan telyu kurang berkelas? Katanya ingin menjadi world class university",LOGISTIK DAN ASET,harga bpp semester nya bilang mahal fasilitas telyu kelas dunia class university
696,"Ruangan kelas belum memadai, terutama untuk fakultas teknik, tidak di samaratakan dengan fakultas lain, padahal kita bayar bpp nya sama",LOGISTIK DAN ASET,ruang kelas utama fakultas teknik samaratakan fakultas bayar bpp nya
697,Sediain tempat buat kalo ada barang yang ilang jadi tau harus dikemanain dan harus nyari dimana.,LOGISTIK DAN ASET,ain kalo barang ilang tau dikemanain nyari
698,"Kalau bisa semua ruangan kelas yang ada di gku diberi fasilitas penutup jendela dan agak kedap suara, dan untuk di fik sebaiknya disediakan studio yang memadai dan layak pakai untuk setiap jurusan",LOGISTIK DAN ASET,ruang kelas gku fasilitas tutup jendela kedap suara fik sedia studio layak pakai
699,Ruang pola FIK terlalu kecil sehingga tidak ada cukup ruang bagi mahasiswa untuk mengerjakan tugas secara efektif,LOGISTIK DAN ASET,ruang pola fik ruang mahasiswa kerja tugas efektif
700,"Pemilihan materialnya (meja kursi) kualitasnya kurang bagus kurang awet dan gampang rusak, apabila ada fasilitas yang kurang layak agar segera diganti, dan membuat peraturan tegas tentang menjaga fasilitas kampus",LOGISTIK DAN ASET,pilih material meja kursi kualitas bagus awet gampang rusak fasilitas layak ganti atur jaga fasilitas kampus
701,GKU tolong diberi AC,LOGISTIK DAN ASET,gku ac
702,Tolong ada tempat untuk menyimpan helm di parkiran FIK dan GKU,LOGISTIK DAN ASET,simpan helm parkir fik gku
703,"Untuk mengganti fasilitas yang memang sudah tidak layak, seperti bangku kursi, khusunya di fik",LOGISTIK DAN ASET,ganti fasilitas layak bangku kursi khusunya fik
704,perbanyak lagi bus tayo telyu agar mahasiswa yang telat dan fakultas nya jauh bisa memanfaatkan itu,LOGISTIK DAN ASET,bus tayo telyu mahasiswa telat fakultas nya manfaat
705,"di gedung A banyak pintu toilet yg udah rusak, tolong diperbaiki",LOGISTIK DAN ASET,gedung a pintu toilet rusak
706,"mengapa di saya rasa terdapat perbedaan yg mencolok antara gedung A dan B, baik dari sisi kerapihan dan keindahan, tolong ditindklanjuti",LOGISTIK DAN ASET,beda colok gedung a bb sisi kerapihan indah ditindklanjuti
707,saya mau menyampaikan bahwa banyak musholla di gku (mushola yg kecil) banyak yg berdebu karpetnya dan tidak terurus,LOGISTIK DAN ASET,musholla gku mushola debu karpet urus
708,"kalau bisa mushola di gedung A diberi karpet yang layak, agar nyaman digunakan solat",LOGISTIK DAN ASET,mushola gedung a karpet layak nyaman salat
709,"daripada menggunakan kipas angin yg berisik, mengapa tidak dipasang AC saja di GKU agar suaranya tidak mengganggu proses perkuliahan",LOGISTIK DAN ASET,kipas angin berisik pasang ac gku suara ganggu proses kuliah
710,"gku dan gedung A tolong diberi AC, karen kami juga sama2 bayar BPP",LOGISTIK DAN ASET,gku gedung a ac karen bayar bpp
711,"selamat pagi, mohon maaf, saya ingin komplain tentang ac di ruangan A2 FIT. Ruangannya itu panas. setiap hari senin siang, kelas saya ada kelas disana. tetapi jalannya perkuliahan tidak kondusif karena kepanasan. Tolong untuk segera diperbaiki acnya. mohon maaf apabila ada perkataan yang tidak berkenan dihati terimakasih&nbsp;",LOGISTIK DAN ASET,komplain ac ruang a fit ruang panas senin kelas kelas jalan kuliah kondusif panas acnya kenan hati terimakasihnbsp
712,tisu di kamar mandi fri gaada ,LOGISTIK DAN ASET,tisu kamar mandi fri gaada
713,Saya kira perlu diadakan akses online yg cepat dan mudah untuk laporan tentang logistik dan aset,LOGISTIK DAN ASET,akses online cepat mudah lapor logistik aset
714,Kualitas kabel proyektor yang kurang baik.,LOGISTIK DAN ASET,kualitas kabel proyektor
715,"mohon perhatiannya untuk membetulkan kran wudhu di toilet gku lt 3, soalnya kemarin kran nya bocor",LOGISTIK DAN ASET,perhati kran wudhu toilet gku lt kemarin kran nya bocor
716,"saya mau komplain mengeanai kursi perkuliahan di gedung A masih banyak yang miring dan tidak layak untuk di duduki, mohon segera diatasi",LOGISTIK DAN ASET,komplain ana kursi kuliah gedung a miring layak duduk
717,"assalamualaikum wr wb, saya ardhi mahasiswa FIK angkatan 2018, saya menyayangkan sekali mengenai banyaknya meja yang kotor oleh coret2 an di gedung tokong nanas lt. 6, mohon agar bisa di tangani oleh ihak logistik dan aset, terimakasih",LOGISTIK DAN ASET,ardhi mahasiswa fik angkat sayang kena meja kotor coret an gedung tokong nanas lt tangan ihak logistik aset
718,"saya naufal dari d3 telekomunikasi, itu projektor di gku kabelnya error, jadi warna yang keluar tidak sesuai",LOGISTIK DAN ASET,naufal d telekomunikasi projektor gku kabel error warna sesuai
719,flush toilet sama kran air bocor di fik lantai 1,LOGISTIK DAN ASET,flush toilet kran air bocor fik lantai
720,"assalamualaikum wr wb, saya vidya mahasiswa dari mahasiswi kriya tekstil mode 2017, saya merasa ruang pola yang di IK1.01.04 terlalu kecil, sehingga mempengaruhi saya dalam membuat pola",LOGISTIK DAN ASET,vidya mahasiswa mahasiswi kriya tekstil mode ruang pola ik pengaruh pola
721,"saya harap supaya pihak telyu lebih tanggap lagi dan lebih peka lingkungan untuk logistik dan aset bila ada masalah atau kerusakan, jadi tidak harus menunggu ada laporan keluhan dari mahasiswa/dosen baru diperbaiki",LOGISTIK DAN ASET,harap telyu tanggap peka lingkung logistik aset rusa tunggu lapor keluh mahasiswadosen
722,"Maaf tolong ini kerusakan di ku1.02.14 di tindaklanjuti, karena mengganggu proses perkuliahan, terimakasih",LOGISTIK DAN ASET,rusa ku tindaklanjuti ganggu proses kuliah
723,"Maaf sebelumnya, tolong supaya aktif memperbaiki atau mengganti sarana dan prasarana yg ada atau yang telah rusak, jangan sampe nunggu dulu laporan baru bergerak. Terimakasih",LOGISTIK DAN ASET,aktif ganti sarana prasarana rusak nunggu lapor gerak
724,"tolong itu ada beberapa kelas di gku yang engsel jendela nya sudah rusak, sehingga jendela nya tidak bisa dibuka lebar",LOGISTIK DAN ASET,kelas gku engsel jendela nya rusak jendela nya buka lebar
725,"Di FEB ada beberapa kursi yg tidak layak untuk dipakai, jadi menghambat dalam perkuliahan.",LOGISTIK DAN ASET,feb kursi layak pakai hambat kuliah
726,"Mohon untuk memperbaiki semua infocus dikelas, karena masih banyak yg rusak, apalgi di ku1",LOGISTIK DAN ASET,infocus kelas rusak apalgi ku
727,Tolong agar tidak slow respon dalam menanggapi keluhan/ kerusakan logistik dan aset,LOGISTIK DAN ASET,santai respon tanggap keluh rusa logistik aset
728,"Sejauh ini fasilitas layanan logistik dan aset dan keuangan sudah cukup baik. Namun, proses publikasi dan sosialisaai tata cara prosedur penggunaan layanan tersebut masih kurang dan masih banyak mahasiswa yg belum mengetahui hal itu.",LOGISTIK DAN ASET,fasilitas layan logistik aset uang proses publikasi sosialisaai tata prosedur layan mahasiswa
729,"banyak flush di toilet gku yg sudah rusak, dan itu semprotan air nya tidak mengeluarkan air",LOGISTIK DAN ASET,flush toilet gku rusak semprot air nya air
730,Layan logistik dan aset masih banyak yang diperbaiki terkadang fasilitas yang mulai rapuh tidak segera d perbaiki,LOGISTIK DAN ASET,layan logistik aset terkadang fasilitas rapuh d
731,"Tolong itu kipas angin di gku menurut saya bersuara, dan suaranya itu mengganggu proses mendengar perkuliahan di kelas",LOGISTIK DAN ASET,kipas angin gku suara suara ganggu proses dengar kuliah kelas
732,Ruang kelas yg terkadamg proyektor dan ac mati atau tidak dingin,LOGISTIK DAN ASET,ruang kelas terkadamg proyektor ac mati dingin
733,Banyak AC di FIT yang mati,LOGISTIK DAN ASET,ac fit mati
734,Jalan nya di perbaiki total baik area kampus maupun jalan menuju kampus,LOGISTIK DAN ASET,jalan nya total area kampus jalan tuju kampus
735,"Parkiran FIK rusak parah, banyak lubang besar. Parkiran gku panas, hujan pun kehujanan motornya (kasian), jalannya juga rusak, alur parkir ga beraturan jadi kadang-kadang motornya susah keluar",LOGISTIK DAN ASET,parkir fik rusak parah lubang parkir gku panas hujan hujan motor kasi jalan rusak alur parkir ga atur kadangkadang motor susah
736,tolong itu toilet di gku sudah banyak yg kotor dan tidak terurus,LOGISTIK DAN ASET,toilet gku kotor urus
737,tolong ini saya sudah 2x saya kuliah di ku1.03.15 scanner absensi nya tidak berfungsi,LOGISTIK DAN ASET,x kuliah ku scanner absensi nya fungsi
738,"mohon kepada bagian logistik dan aset agar memperbaharui kursi2 kelas di gedung A karena banyak yg sudah rusak dan reyot, terimakasih",LOGISTIK DAN ASET,logistik aset baharu kursi kelas gedung a rusak reyot
739,"selamat siang saya mau menyampaikan keluhan mengenai banyaknya kursi duduk di sekitar lorong2 gedung N yang sudah rusak, mohon segera diatasi",LOGISTIK DAN ASET,keluh kena kursi duduk lorong gedung n rusak
740,"selamat siang, saya mau menyampaikan bahwa kursi dosen di gku ku3.06.02 kemarin sudah rusak, akan patah, mohon diperbaiki…",LOGISTIK DAN ASET,kursi dosen gku ku kemarin rusak patah
741,"mohon kepada tim logistik dan aset gku, agar menyediakan sandal yg cukup untuk berwudu, karena kemarin saya lihat sandalnya hanya ada sedikit",LOGISTIK DAN ASET,tim logistik aset gku sedia sandal wudu kemarin lihat sandal
742,"saya mau menyampaikan saja sebelum terlambat, itu tralis2 besi yang ada di sebelah toilet di GKU sudah banyak yg karatan dan rapuh, mohon ditindaklanjuti.",LOGISTIK DAN ASET,lambat tralis besi belah toilet gku karat rapuh ditindaklanjuti
743,"mohon agar dipasang stiker pananda barisan bagi yg akan naik tangga, dan barisan bagi yg akan turun tangga, karena banyak stiker2 tersebut yg sudah hilang",LOGISTIK DAN ASET,pasang stiker pananda baris tangga baris turun tangga stiker hilang
744,"mohon perhatiannya, kemarin teman saya tidak bisa keluar dari kamar mandi gku (terkunci dri dalam) di lantai 3, pengunci pintu nya yg sudah rusak dan karatan",LOGISTIK DAN ASET,perhati kemarin teman kamar mandi gku kunci dri lantai kunci pintu nya rusak karat
745,mohon disediakan handwash disetiap wastafel di toilet gku,LOGISTIK DAN ASET,sedia handwash wastafel toilet gku
746,"kemarin saya menjumpai ada beberapa toilet di gdung A yang tidak memiliki gayung, mohon di tindaklanjuti, terimakasih.",LOGISTIK DAN ASET,kemarin jumpa toilet gdung a milik gayung tindaklanjuti
747,"saya lihat tembok2 gku khususnya yg d daerah tangga, sudah banyak yg kotor karena goresan2 sepatu",LOGISTIK DAN ASET,lihat tembok gku khusus d daerah tangga kotor gores sepatu
748,"mohon itu gagang pintu kelas di ku3.02.22 sudah patah, jadi harus dibuka dari dalam",LOGISTIK DAN ASET,gagang pintu kelas ku patah buka
749,"tolong itu RFID di ku3.04.02 suka bermasalah, sehingga menghambat proses presensi, terimaksih",LOGISTIK DAN ASET,rfid ku suka hambat proses presensi terimaksih
750,remote infocus di ku3.03.03 hilang tidak tahu kemana,LOGISTIK DAN ASET,remote infocus ku hilang
751,"kabel VGA di gku banyak yg bermasalah, kadang harus di ganjel agar bisa berfungsi, mohon bantuannya",LOGISTIK DAN ASET,kabel vga gku kadang ganjel fungsi bantu
752,"tolong disediakan sambungan HDMI, karena dosen saya laptopnya tidak ada colokan VGA nya",LOGISTIK DAN ASET,sedia sambung hdmi dosen laptop colok vga nya
753,"mohon untuk ditindaklanjuti, di gedung A banyak sekali kursi yg sudah tidak layak pakai, yg meja nya sudah lepas, meja nya miring, dll",LOGISTIK DAN ASET,ditindaklanjuti gedung a kursi layak pakai meja nya lepas meja nya miring dll
754,mohon disediakan hand dryer di setiap wastafel GKU,LOGISTIK DAN ASET,sedia hand dryer wastafel gku
755,"tolong agar di cek, apakah setiap alat pemadam api di tiap lantai masih berfungsi dengan baik atau tidak? Untuk mencegah hal2 yg tidak diinginkan",LOGISTIK DAN ASET,cek alat madam api lantai fungsi cegah
756,"tolong sediakan booth tempat barang2 hilang, agar mudah mencari nya",LOGISTIK DAN ASET,sedia booth barang hilang mudah cari nya
757,"Mohon kepada petugas dapat mengecek secara berkala kabel proyektor yang sudah kurang layak, agar tidak buram saat digunakan perkuliahan. Kejelasan layar sangat membantu perkuliahan, terutama mahasiswa. &nbsp; Terimakasih.",LOGISTIK DAN ASET,tugas ecek kabel proyektor layak buram kuliah layar bantu kuliah utama mahasiswa
758,"menurut saya perlu diadakan booth atau tempat pelaporan logistik dan aset yg onsite, jadi jika menemui sebuah masalah mahasiswa bisa langsung melapor tanpa harus melapor lewat igracias",LOGISTIK DAN ASET,booth lapor logistik aset onsite temu buah mahasiswa langsung lapor lapor igracias
759,"tolong fasilitas disetiap gedung itu disamakan, karena kami juga sama2 membayar bpp tiap semesternya",LOGISTIK DAN ASET,fasilitas gedung bayar bpp semester
760,"Semasa kuliah yang mungkin menjadi keluhan adalah tentang fasilitas di area telkom seperti jalan yang banyak berlobang dan bergelombang, suka banjir, tempat parkir yang terkadang suka penuh, dan toilet yang sering kekurangan air. Semoga hal tersebut bisa diperbaiki secara menyeluruh tidak hanya di satu tempat saja",LOGISTIK DAN ASET,kuliah keluh fasilitas area telkom jalan berlobang gelombang suka banjir parkir terkadang suka penuh toilet air moga
761,Dipertimbangkan lagi jika pihak kampus akan diadakan kegiatan tes CPNS dengan memberikan lahan parkir yang memadai serta teguran kepada pengunjung agar tidak membuang sampah sembarangan dengan menugaskan security yang selalu standby,LOGISTIK DAN ASET,timbang kampus giat tes cpns lahan parkir tegur unjung buang sampah sembarang tugas aman standby
762,"lapangan parkir gku tolong diperluas lagi dan jalannya dibenerin, banyak yg bolong",LOGISTIK DAN ASET,lapang parkir gku luas jalan dibenerin bolong
763,Di telkom kebanyakan kantin di dalam kawasan kampus mematok harga yang cukup tinggi. Semoga bisa di turunkan. Agar kesejahteraan mahasiswa bertambah. ,LOGISTIK DAN ASET,telkom kantin kawasan kampus patok harga moga turun sejahtera mahasiswa
764,"Sudah cukup sejahtera namun seperti saya mahasiswa FKB jalan menuju parkiran jelek
Sudah ditambal tpi berlubang lagi dan semakin dalam. Berbahaya sekali jika hujan krn tertutup air ",LOGISTIK DAN ASET,sejahtera mahasiswa fkb jalan tuju parkir jelek tambal lubang bahaya hujan krn tutup air
765,"Keluhannya ada pada harga makanan di kantin yang masih terlalu mahal,masukannya sering diadain promo untuk mahasiswa",LOGISTIK DAN ASET,keluh harga makan kantin mahalmasukannya diadain promo mahasiswa
766,"kemaren saya parkir di parkiran gedung N, dan saya memakai helm, helm tersebut saya taruh di motor. tetapi pas saya pulang, helm tersebut sudah tidak ada dicuri orang. mohon untuk penjaga atau satpam yg bertugas untuk menjaga parkiran untuk selalu memerhatikan area parkir. karna tempatnya terbuka. terimakasih, hal ini sebagai pembelajaran untuk para mahasiswa dan satpam di area parkir",LOGISTIK DAN ASET,kemaren parkir parkir gedung n pakai helm helm taruh motor pas pulang helm curi orang jaga satpam tugas jaga parkir perhati area parkir karna buka ajar mahasiswa satpam area parkir
767,"tolong semua fasilitas mohon untuk dibetulkan, terutama jalan. karena masih banyak jalan atau pun parkiran penuh dan yang berlubang, hal itu demi kesejahteraan mahasiswanya sendiri",LOGISTIK DAN ASET,fasilitas utama jalan jalan parkir penuh lubang sejahtera mahasiswa
768,"mohon untuk fasilitas semua gedung itu disamakan, jangan dibeda2 karna kamri bayar setiap semester",LOGISTIK DAN ASET,fasilitas gedung beda karna kamri bayar semester
769,"parkiran penuh dengan yang tes cpns, bagaimana saya bisa parkir??",LOGISTIK DAN ASET,parkir penuh tes cpns parkir
770,"sampah berserakan dimana2, ulah para peserta tes cpns. mohon untuk hal tersebut kampus lebih tegas lagi kepada para pesertanya",LOGISTIK DAN ASET,sampah sera ulah tes cpns kampus
771,"tolong kebersihan dijaga terus, mulai maraknya buang sampah sembarangan",LOGISTIK DAN ASET,bersih jaga marak buang sampah sembarang
772,"tolong pisahkan dong, mana pakiran untuk tes cpns dan mana parkiran untuk mahasiswa. jangan dicampur, demi kenyamanan mahasiswa",LOGISTIK DAN ASET,pisah pakiran tes cpns parkir mahasiswa campur nyaman mahasiswa
773,kampus jadi kotor ketika ada yang tes cpns,LOGISTIK DAN ASET,kampus kotor tes cpns
774,"kemaren banyak sekali mahasiswa yang mengeluh ketika adannya tes cpns, mahasiswa jadi kesulitan untuk akses parkiran. karena banyak parkiran yg dipakai untuk mobil/motor peserta cpns",LOGISTIK DAN ASET,kemaren mahasiswa keluh adan tes cpns mahasiswa sulit akses parkir parkir pakai mobilmotor cpns
775,"mohon untuk parkiran motor agar ditata ulang, jangan dibiarkan dimana saja. satpam harus gerak, kebanyakan stpam hanya diam ",LOGISTIK DAN ASET,parkir motor tata ulang biar satpam gerak stpam diam
776,Tolong kursi yang ada di gedung A sudah banyak yang rusak,LOGISTIK DAN ASET,kursi gedung a rusak
777,Atap kelas di gedung A ada kebocoran mohon untuk segera di perbaiki\,LOGISTIK DAN ASET,atap kelas gedung a bocor
778,Tolong sediakan tempat untuk menitip helm,LOGISTIK DAN ASET,sedia titip helm
779,Kursi di GKU sudah banyak yang rusak,LOGISTIK DAN ASET,kursi gku rusak
780,Lantai di gku selalu basah jika terjadi hujan deras mohon diberi sekat agar air hujan tidak masuk ke jalan,LOGISTIK DAN ASET,lantai gku basah hujan deras sekat air hujan masuk jalan
781,Toilet di GKU airnya suka tidak bisa digunakan,LOGISTIK DAN ASET,toilet gku air suka
782,Tolong Fasilitas ruang diskusi yang kurang memadai,OPEN LIBRARY,fasilitas ruang diskusi
783,Fasilitas ac di perpustakaan yang tidak dingin,OPEN LIBRARY,fasilitas ac pustaka dingin
784,Fasilitas ibadah yang kurang memadai,OPEN LIBRARY,fasilitas ibadah
785,Fasilitas stop kontak yang kurang,OPEN LIBRARY,fasilitas stop kontak
786,Saya tidak dapat tersambung dengan wifi yang ada di perpustakaan,OPEN LIBRARY,sambung wifi pustaka
787,Koleksi buku seni yang sangat sedikit tolong di perbanyak,OPEN LIBRARY,koleksi buku seni
788,Saya sulit dalam mencari buku,OPEN LIBRARY,sulit cari buku
789,Tolong kebersihan toilet di perpustakaan lebih diperhatikan,OPEN LIBRARY,bersih toilet pustaka perhati
790,Antrian untuk upload berkas skripsi ke open library yang lama,OPEN LIBRARY,antri upload berkas skripsi open library
791,Layanan Bebas Pinjam yang seringmengalami antrian yang panjang (baik onlinel maupun onsite),OPEN LIBRARY,layan bebas pinjam seringmengalami antri onlinel onsite
792,Banyak buku di rak yang tidak tepat pada tempatnya mohon di perbaiki,OPEN LIBRARY,buku rak
793,Ac di ruang diskusi ditambahkan lagi karena pengap dan tidak ada ventilasi di ruang diskusi,OPEN LIBRARY,ac ruang diskusi pengap ventilasi ruang diskusi
794,Kurangnya stop kontak untuk pengunjung dan stop kontak yang sudah ada beberapa tidak berfungsi,OPEN LIBRARY,stop kontak unjung stop kontak fungsi
795,Tolong kebersihan toilet lebih diperhatikan,OPEN LIBRARY,bersih toilet perhati
796,Loker yang tersedia kurang banyak,OPEN LIBRARY,loker sedia
797,fasilitas kursi dan tempat untuk pengunjung kurang memadai ,OPEN LIBRARY,fasilitas kursi unjung
798,Komputer di ruang multimedia tidak berfungsi dengan baik ,OPEN LIBRARY,komputer ruang multimedia fungsi
799,Komputer di ruang multimedia banyak yang mati ,OPEN LIBRARY,komputer ruang multimedia mati
800,Judul buku tentang seni masih kurang memadai,OPEN LIBRARY,judul buku seni
801,Headset dan mouse di ruang multimedia kurang dan banyak yang rusak ,OPEN LIBRARY,headset mouse ruang multimedia rusak
802,Koneksi wifi perpustakaan yang sulit terutama di ruang diskusi dan mezanin ,OPEN LIBRARY,koneksi wifi pustaka sulit utama ruang diskusi mezanin
803,Jumlah stop kontak yang kurang untuk pengunjung dan stop kontak yang sudah ada rusak ,OPEN LIBRARY,stop kontak unjung stop kontak rusak
804,Memperluas mushola dan tempat wudhu saat ini terlalu jauh dari mushola yang tersedia  ,OPEN LIBRARY,luas mushola wudhu mushola sedia
805,Ruang diskusi kurang memadai,OPEN LIBRARY,ruang diskusi
806,Area duduk lesehan (rumput sintetis) yang kotor dan bau dan toilet kotor ,OPEN LIBRARY,area duduk leseh rumput sintetis kotor bau toilet kotor
807,Tolong perbanyak loker untuk pengunjung dan tas ,OPEN LIBRARY,loker unjung tas
808,"Koleksi buku tentang, telekomunkasi, seluler, seni,  dan  hospitality kurang lengkap ",OPEN LIBRARY,koleksi buku telekomunkasi seluler seni hospitality lengkap
809,Saya masih sulit mendapat buku tentang hospitality,OPEN LIBRARY,sulit buku hospitality
810,"Tolong Setiap ruang diskusi sebaiknya dilengkapi screen, proyektor, dan papan tulis ",OPEN LIBRARY,ruang diskusi lengkap screen proyektor papan tulis
811,Tolong maintenance komputer di ruang multimedia di perhatikan,OPEN LIBRARY,maintenance komputer ruang multimedia perhati
812,Pencarian koleksi di rak agak sulit ,OPEN LIBRARY,cari koleksi rak sulit
813,Pencarian koleksi yang sulit ,OPEN LIBRARY,cari koleksi sulit
814,Buku tentang DKV yang masih kurang,OPEN LIBRARY,buku dkv
815,Tolong perbanyak buku tentang design,OPEN LIBRARY,buku design
816,Tolong lakukan penataan pada loker karena terlalu sempit,OPEN LIBRARY,laku tata loker sempit
817,"Untuk melengkapi koleksi perpustakaan sebaiknya berlangganan database untuk keperluan penelitian seperti osiris, reuters, dll",OPEN LIBRARY,lengkap koleksi pustaka langgan database teliti osiris reuters dll
818,Kursi di ruang diskusi banyak yang sudah patah dan rusak ,OPEN LIBRARY,kursi ruang diskusi patah rusak
819,Fasilitas ac di perpustakaan yang tidak dingin  ,OPEN LIBRARY,fasilitas ac pustaka dingin
820,Tolong tambah lebih banyak buku tentang desain,OPEN LIBRARY,buku desain
821,Buku tentang multimedia yang kurang,OPEN LIBRARY,buku multimedia
822,Denda yang diberikan untuk keterlamabatan pengembalian buku dirasa terlalu mahal,OPEN LIBRARY,denda keterlamabatan buku mahal
823,Koneksi internet di perpustakaan kurang cepat,OPEN LIBRARY,koneksi internet pustaka cepat
824,Perbanyak jurnal-jurnal ke dalam database open library,OPEN LIBRARY,jurnaljurnal database open library
825,Ada buku yang tidak sesuai pada tempatnya,OPEN LIBRARY,buku sesuai
826,Tolong tambah koleksi buku seputar teknik fisika,OPEN LIBRARY,koleksi buku putar teknik fisika
827,Jumlah judul dan eksemplar buku yang terbatas di perpustakaan ,OPEN LIBRARY,judul eksemplar buku batas pustaka
828,Tolong tambah koleksi buku tentang teknik elektro,OPEN LIBRARY,koleksi buku teknik elektro
829,Permudah akses untuk jurnal internasinal seperti IEEE,OPEN LIBRARY,mudah akses jurnal internasinal ieee
830,"Saran saya tolong update koleksi buku yang ada, AC yang terdapat diseluruh bagian dan perbaikan komputer.",OPEN LIBRARY,saran update koleksi buku ac komputer
831,Tolong di lengkapi lagi fasilitasi penunjang seperti komputer dan kawan kawan.,OPEN LIBRARY,lengkap fasilitas tunjang komputer kawan kawan
